	H1f_1	H1f_2	H2f_1	H2f_2	H3f_1	H3f_2	H4m_1	H4m_2	H5m_1	H5m_2	H6m_1	H6m_2	P1f_1	P1f_2	P1f_3	P1f_4	P2f_1s	P2f_2s	P2f_3s	P2f_4s	P3m_1	P3m_2	P3m_3	P3m_4	P4m_1	P4m_2	P4m_3	P4m_4	P5m_1	P5m_2	P5m_3	P5m_4	P6m_1	P6m_2	P6m_3	P6m_4	P7m_1	P7m_2	P7m_3	P7m_4	P8m_1	P8m_2	P8m_3	P8m_4	P9m_1	P9m_2	P9m_3	P9m_4	P10m_1	P10m_2	P10m_3	P10m_4
P7m_1	0.989196117927	0.996478356566	0.968909740214	0.979255643685	0.920389926889	0.858920097473	0.976349614396	0.97674076255	0.985433471689	0.985566672134	0.979336528288	0.971080987139	0.993558266012	0.991782178218	0.94957395674	0.895131856269	0.875118542551	0.881432186709	0.764800861141	0.905808613898	0.988095238095	0.95862764884	0.952336819807	0.974100507689	0.964501242457	0.955969517358	0.942443300934	0.96340347667	0.976556495004	0.979017117615	0.969713358572	0.966970882225	0.940091116173	0.936633189861	0.923644251627	0.954982357951	0.0	0.713346636929	0.626797664816	0.466692866968	0.985122210414	0.980372420735	0.985327599292	0.561064824223	0.553677794708	0.602407778978	0.510195501366	0.694420843954	0.995794111756	0.995390070922	0.994803967879	0.990405756546
P7m_2	0.984475225435	0.987591198943	0.978450528686	0.988018899764	0.885470352439	0.876447876448	0.947528848247	0.937762438884	0.961217413638	0.947687176336	0.947860009753	0.941786443528	0.986048559141	0.985126006755	0.959912775936	0.97736728241	0.931824860417	0.93416849358	0.749209438093	0.708034877346	0.994407425036	0.982289416847	0.979608707633	0.980647562337	0.981018119068	0.981208704613	0.965023044384	0.980070997073	0.983160293745	0.979282371295	0.985864240728	0.986705278399	0.877451992567	0.85788140958	0.836865253898	0.931954707352	0.713346636929	0.0	0.515545092946	0.62811747713	0.989148198993	0.987093230811	0.990649707803	0.769012430263	0.752400202122	0.855075859645	0.745250174077	0.747289205373	0.992710661872	0.992684711046	0.992235047219	0.990381532542
P7m_3	0.974192851744	0.980853277836	0.968922809744	0.98213595983	0.88160572239	0.856465545236	0.83055916775	0.823247411936	0.930482596102	0.902091542892	0.85017112435	0.82952012736	0.981009080975	0.981151079137	0.957749712974	0.961483014823	0.887678668355	0.893565553943	0.689925073588	0.823526116267	0.993196294152	0.97733127254	0.944433445522	0.970081638431	0.976424361493	0.976305072195	0.937884330972	0.974894756984	0.974695407685	0.981585206783	0.984422021597	0.983773151942	0.703907203907	0.740415935856	0.79069927661	0.804033124723	0.626797664816	0.515545092946	0.0	0.314883563955	0.986672084518	0.987212718161	0.99238293084	0.721591560601	0.728861596599	0.793451239435	0.720930232558	0.731449088566	0.996588195155	0.996080508475	0.996514812049	0.995556613505
P7m_4	0.967790364406	0.974589930786	0.96269361017	0.978033721206	0.921936998947	0.882557030098	0.812717164698	0.817197149644	0.950669656384	0.915860856461	0.868276175564	0.820941657007	0.978739358652	0.979191041284	0.952286132923	0.942980375243	0.885303151428	0.892221779019	0.682726294759	0.860429540468	0.990952955368	0.968953687822	0.922197607444	0.963285804999	0.96754217382	0.967624779496	0.911348702528	0.963466347722	0.969113697404	0.977086743044	0.979542395693	0.977921766259	0.686540920716	0.732638888889	0.799755799756	0.782947033721	0.466692866968	0.62811747713	0.314883563955	0.0	0.981272964324	0.982351414482	0.98985035784	0.666863120672	0.727330837366	0.779257663304	0.669636116563	0.734991039427	0.99650094766	0.995736743938	0.996393442623	0.994504865484
P8m_1	0.95664960244	0.945999211667	0.970015948963	0.969571717527	0.947062245492	0.94749009247	0.953303527074	0.866983372922	0.842945230323	0.913708983067	0.940946530783	0.960771907624	0.947552040935	0.962836556693	0.93463866818	0.983401084011	0.972777959987	0.974281777823	0.962928727803	0.992716250452	0.966480446927	0.959915952804	0.830350997935	0.967932489451	0.681993321346	0.702689721422	0.699372504278	0.680988184748	0.533930118394	0.611592632719	0.686254471129	0.523243621111	0.747691433442	0.719764457195	0.633552377271	0.680765668416	0.985122210414	0.989148198993	0.986672084518	0.981272964324	0.0	0.510971786834	0.443037974684	0.98839649426	0.982110259219	0.988602785986	0.98867875981	0.984979407252	0.994906003639	0.901247510221	0.924780734354	0.98467198038
P8m_2	0.957159763314	0.936909970067	0.961385384029	0.963345864662	0.918633034988	0.925258215962	0.949886963075	0.900485998611	0.903467029232	0.924089693479	0.951746965796	0.95987576597	0.949110341896	0.961868231047	0.952775192279	0.97879983511	0.965837271537	0.968196756069	0.956820016142	0.991489753203	0.967948717949	0.975073313783	0.943711867743	0.977515963666	0.901328273245	0.905039324206	0.87027027027	0.895756765787	0.745973645681	0.762917933131	0.58075040783	0.732394366197	0.843056436271	0.817718940937	0.772225973441	0.862188968157	0.980372420735	0.987093230811	0.987212718161	0.982351414482	0.510971786834	0.0	0.477380148548	0.982360922659	0.97177164525	0.977040179686	0.982391366089	0.983522142122	0.99414426404	0.992052679382	0.988659106071	0.980244962465
P8m_3	0.973425080081	0.975474317446	0.970139124533	0.970053677371	0.952971913782	0.960030165913	0.957631927369	0.857209302326	0.874854028805	0.933615091228	0.958744658907	0.978472922973	0.95050468199	0.964759699554	0.939191839937	0.988797169811	0.973207159959	0.974847439639	0.964247841236	0.994661266568	0.974751544453	0.97497700092	0.85652173913	0.980356821049	0.784781916587	0.801875732708	0.746550472041	0.781292059219	0.614902250092	0.683673469388	0.495435684647	0.550497866287	0.812629234929	0.784704479646	0.71460877431	0.821865176388	0.985327599292	0.990649707803	0.99238293084	0.98985035784	0.443037974684	0.477380148548	0.0	0.988569873452	0.981379602201	0.987957852484	0.98832075203	0.985039979365	0.994661684239	0.949243200182	0.926359832636	0.981673306773
P8m_4	0.992596731387	0.996866124767	0.972167222945	0.983401986915	0.937401148756	0.913160010721	0.991768074445	0.981548729021	0.955211877513	0.932905708788	0.922930689	0.940610764299	0.969375419745	0.970079674521	0.933564171835	0.940916451486	0.836199906107	0.843777795747	0.758134827962	0.906616678488	0.992093216812	0.968032497351	0.933875239748	0.95208100312	0.982281284607	0.978496935813	0.970149253731	0.97900914118	0.96976744186	0.963982330955	0.97039751903	0.971492873218	0.838534822602	0.855102040816	0.873921055184	0.85949203616	0.561064824223	0.769012430263	0.721591560601	0.666863120672	0.98839649426	0.982360922659	0.988569873452	0.0	0.468111163448	0.514936708861	0.25793958172	0.332648401826	0.96622328501	0.970291632597	0.96291301416	0.948089058221
P9m_1	0.991620350577	0.997100685293	0.963464859838	0.978105869644	0.929073482428	0.889614935823	0.985735999065	0.972772931536	0.978732831192	0.958818539369	0.928859857482	0.948542024014	0.987215909091	0.987221665951	0.94513483811	0.915653119747	0.855247981546	0.862602324635	0.846547314578	0.949445657292	0.989411933038	0.964601769912	0.916406437665	0.944722918407	0.971593569533	0.956873315364	0.923588039867	0.963770439243	0.956834532374	0.946825652594	0.953477969134	0.956837209302	0.876269234795	0.876108131772	0.860822060354	0.867215302491	0.553677794708	0.752400202122	0.728861596599	0.727330837366	0.982110259219	0.97177164525	0.981379602201	0.468111163448	0.0	0.356591285163	0.346359482842	0.547291400953	0.973603494749	0.977764871816	0.970565956065	0.954293628809
P9m_2	0.991784573254	0.998247663551	0.969121140143	0.978242677824	0.911213872832	0.882503192848	0.993344425957	0.981834163493	0.972348070614	0.95354543224	0.924720496894	0.949230129005	0.982816782627	0.982306133544	0.979666637577	0.90187827158	0.836954355192	0.846333816855	0.896547091227	0.975338175808	0.988478156505	0.961562617762	0.919325072502	0.953904873752	0.972119287101	0.95789828225	0.92196969697	0.967988359403	0.96333778881	0.971825832419	0.959260251943	0.964617044229	0.830023828435	0.84303918066	0.852331606218	0.833737275812	0.602407778978	0.855075859645	0.793451239435	0.779257663304	0.988602785986	0.977040179686	0.987957852484	0.514936708861	0.356591285163	0.0	0.383471247512	0.652892561983	0.992214791895	0.994519579245	0.992236207505	0.987688641779
P9m_3	0.99199428163	0.996762116766	0.968297884604	0.980840543881	0.933932391955	0.914404049701	0.990597345133	0.980123719704	0.965650059986	0.93382256585	0.923490985106	0.938577894918	0.977007315854	0.976792160908	0.939197780603	0.892899960037	0.855256893044	0.861919200197	0.82889134206	0.941204072057	0.992460146489	0.973626773372	0.931268242162	0.960141665166	0.977246609975	0.967680820238	0.943716175586	0.973280206258	0.969052224371	0.961886836843	0.968371268105	0.972099087353	0.840141796084	0.858817354794	0.869377942502	0.848498272349	0.510195501366	0.745250174077	0.720930232558	0.669636116563	0.98867875981	0.982391366089	0.98832075203	0.25793958172	0.346359482842	0.383471247512	0.0	0.381689157748	0.974413972729	0.977697240033	0.972087378641	0.960599677859
P9m_4	0.991612903226	0.995446077417	0.976774898675	0.983164983165	0.945627493096	0.932924071082	0.990425669556	0.975122659111	0.949136792684	0.957729468599	0.933122762687	0.93301001677	0.970169440583	0.966712102733	0.912704904623	0.95341122701	0.831487027749	0.83788254756	0.775939147261	0.9079568128	0.994673959983	0.98103293605	0.94970783271	0.960035732757	0.978515625	0.974232496503	0.95497098646	0.973674199193	0.971588262692	0.975745557166	0.972573839662	0.974918566775	0.889780046178	0.904376012966	0.915713013088	0.878090205699	0.694420843954	0.747289205373	0.731449088566	0.734991039427	0.984979407252	0.983522142122	0.985039979365	0.332648401826	0.547291400953	0.652892561983	0.381689157748	0.0	0.996150362319	0.99451418926	0.993434906478	0.996214809558
P10m_1	0.996404370073	1.0	0.963189495539	0.990631755945	0.982726001481	0.979888859487	0.994169611307	0.990709377722	0.991047887669	0.955637472988	0.954404039374	0.976457461646	0.996708038614	0.994945240101	0.997956480605	0.998782238072	0.94638388123	0.949272449554	0.946663570212	0.974903513912	0.99938499385	0.994942448552	0.907148652303	0.98575681513	0.994331807281	0.979883536263	0.961078866507	0.969350360911	0.986962488564	0.977710910509	0.988118264714	0.981085728322	0.910064935065	0.936827956989	0.962888570062	0.964963007058	0.995794111756	0.992710661872	0.996588195155	0.99650094766	0.994906003639	0.99414426404	0.994661684239	0.96622328501	0.973603494749	0.992214791895	0.974413972729	0.996150362319	0.0	0.646423751687	0.473517654897	0.668968746342
P10m_2	0.996318862655	0.999484934329	0.965995291656	0.991530145994	0.98542859267	0.983057556805	0.99397494847	0.978498322869	0.958870647049	0.959713413202	0.947945074398	0.957646079401	0.992344256089	0.990652712311	0.985064396262	0.998517725532	0.933893602477	0.945743542717	0.881312200516	0.965145816513	0.999095022624	0.994514966306	0.884394930169	0.987299864315	0.887848681697	0.855666263153	0.899017954568	0.882512865327	0.83422992628	0.858965617999	0.975152367557	0.895294616363	0.885558983399	0.898621003182	0.906204783386	0.900099593963	0.995390070922	0.992684711046	0.996080508475	0.995736743938	0.901247510221	0.992052679382	0.949243200182	0.970291632597	0.977764871816	0.994519579245	0.977697240033	0.99451418926	0.646423751687	0.0	0.319801533604	0.641354071363
P10m_3	0.995673671199	0.99977367885	0.959271299761	0.9886348619	0.97800545164	0.974335472044	0.990206080392	0.969370391378	0.957812183084	0.949212155318	0.937862789541	0.968793807521	0.990553885788	0.987939879399	0.982173686112	0.998509895227	0.926372580133	0.940154109589	0.868739205527	0.963061016031	0.999271667881	0.994773869347	0.864020887728	0.985140587972	0.932601880878	0.9174971616	0.889668455083	0.901162014158	0.91918073623	0.908249496982	0.962237762238	0.906702898551	0.854286243288	0.882341613711	0.90332326284	0.913289717801	0.994803967879	0.992235047219	0.996514812049	0.996393442623	0.924780734354	0.988659106071	0.926359832636	0.96291301416	0.970565956065	0.992236207505	0.972087378641	0.993434906478	0.473517654897	0.319801533604	0.0	0.495800711744
P10m_4	0.99430319654	1.0	0.959495248481	0.986974033765	0.970170058545	0.963487566887	0.989584977119	0.981682242991	0.986402966625	0.934517719282	0.965125820569	0.971565445835	0.995427526292	0.993495761582	0.996921928925	0.997890061077	0.975258175559	0.976979140488	0.97189852779	0.989978879252	0.997904881626	0.990747879722	0.89852700491	0.980572933816	0.986638033882	0.957866427611	0.909568874869	0.941819990055	0.968625365594	0.947869674185	0.956541019956	0.953782842672	0.849802371542	0.892212108077	0.929459064327	0.939787485242	0.990405756546	0.990381532542	0.995556613505	0.994504865484	0.98467198038	0.980244962465	0.981673306773	0.948089058221	0.954293628809	0.987688641779	0.960599677859	0.996214809558	0.668968746342	0.641354071363	0.495800711744	0.0
